municipio,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
350420 Auriflama,-,3,-,-,1,-,7,4,2,6,4,1
350430 Avaí,-,-,-,-,-,-,-,-,4,1,-,-
350440 Avanhandava,-,1,-,1,-,37,18,15,10,2,2,1
350450 Avaré,-,7,4,14,41,42,35,31,36,29,10,11
350460 Bady Bassitt,-,2,2,-,6,10,3,15,17,15,6,7
350470 Balbinos,-,-,-,1,6,20,14,14,16,33,47,26
350480 Bálsamo,-,-,-,-,-,-,-,3,2,2,-,3
350490 Bananal,-,-,-,-,-,-,-,-,1,-,-,-
350500 Barão de Antonina,-,-,-,2,-,2,4,-,1,-,-,-
350510 Barbosa,-,-,-,-,-,-,2,6,2,4,-,1
350520 Bariri,-,-,3,-,-,1,3,1,-,2,-,-
350530 Barra Bonita,-,1,1,6,2,4,2,1,26,16,8,7
350535 Barra do Chapéu,-,-,-,-,-,1,4,7,1,2,1,-
350540 Barra do Turvo,-,-,-,-,-,1,2,1,1,1,-,-
350550 Barretos,-,3,-,2,3,8,123,36,178,136,85,89
350560 Barrinha,-,-,2,5,2,3,14,9,28,15,8,3
350570 Barueri,2,33,34,26,26,46,29,71,154,224,137,55
350580 Bastos,-,-,-,-,2,2,4,19,10,4,18,8
350590 Batatais,-,4,8,14,7,1,1,-,37,36,4,3
350600 Bauru,-,14,131,317,442,498,427,329,337,384,271,132
350610 Bebedouro,-,12,13,13,44,94,53,122,76,60,18,9
350620 Bento de Abreu,-,1,-,1,-,-,-,-,1,1,3,-
350630 Bernardino de Campos,-,-,-,-,-,-,-,2,1,1,1,-
350635 Bertioga,-,-,4,6,18,32,12,19,58,32,27,48
350640 Bilac,-,-,-,1,-,1,4,3,4,1,1,1
350650 Birigui,-,10,15,12,28,82,98,100,92,59,59,30
350660 Biritiba-Mirim,-,1,-,1,-,-,8,8,14,9,5,6
350670 Boa Esperança do Sul,-,-,1,-,-,-,1,12,10,7,2,1
350680 Bocaina,-,-,-,-,-,3,-,1,1,2,-,-
350690 Bofete,-,-,-,-,-,2,3,10,-,3,-,-
350700 Boituva,1,2,1,-,-,8,16,28,21,30,26,16
350710 Bom Jesus dos Perdões,-,2,-,1,-,2,6,9,6,1,10,-
350715 Bom Sucesso de Itararé,-,-,-,-,-,2,3,-,4,2,1,-
350720 Borá,-,-,-,-,-,-,-,-,-,-,-,-
350730 Boracéia,-,-,-,-,-,-,-,-,-,-,1,-
350740 Borborema,-,-,1,2,4,1,3,5,1,4,1,1
350745 Borebi,-,1,1,-,-,-,-,1,-,1,-,-
350750 Botucatu,-,193,209,416,390,431,358,294,243,205,95,50
350760 Bragança Paulista,-,9,7,46,47,50,73,121,153,157,89,50
350770 Braúna,2,-,-,-,-,-,-,-,-,3,1,-
350775 Brejo Alegre,-,-,-,-,1,-,-,2,-,1,-,-
350780 Brodowski,-,-,-,3,3,2,3,8,2,4,2,1
350790 Brotas,-,1,-,2,3,6,3,5,4,1,-,-
350800 Buri,-,-,2,1,5,8,2,19,8,5,10,3
350810 Buritama,-,1,7,3,9,7,6,15,8,7,9,3
350820 Buritizal,-,-,-,-,-,-,-,-,-,-,-,-
350830 Cabrália Paulista,-,-,-,-,-,-,-,2,4,-,-,2
350840 Cabreúva,-,-,-,2,3,-,7,8,5,3,5,2
350850 Caçapava,-,3,1,-,-,15,12,26,33,136,35,15
350860 Cachoeira Paulista,-,-,-,-,5,2,6,12,5,-,-,-
350870 Caconde,-,-,3,4,2,-,6,3,17,6,3,4
350880 Cafelândia,-,-,-,-,-,2,6,6,-,3,-,-
350890 Caiabu,-,-,-,-,-,-,-,-,2,-,-,-
350900 Caieiras,-,-,-,-,-,5,2,6,14,8,11,5
350910 Caiuá,-,-,-,-,-,10,3,8,11,10,7,2
350920 Cajamar,-,4,2,-,5,2,11,27,10,13,13,6
350925 Cajati,-,2,-,4,5,3,14,8,4,6,2,-
350930 Cajobi,-,-,1,-,-,-,-,1,-,-,-,-
350940 Cajuru,-,-,-,10,-,-,-,15,9,4,2,-
350945 Campina do Monte Alegre,-,-,-,-,-,-,-,2,-,-,-,-
350950 Campinas,127,577,927,1049,1046,1199,1360,1587,1280,1135,766,455
350960 Campo Limpo Paulista,-,-,-,-,-,-,-,-,-,-,1,-
350970 Campos do Jordão,1,4,-,7,21,38,36,34,36,21,45,33
350980 Campos Novos Paulista,-,-,-,-,-,-,-,-,4,3,1,-
350990 Cananéia,-,-,-,-,-,-,-,-,2,3,-,1
350995 Canas,-,-,-,-,-,-,-,-,1,-,-,-
351000 Cândido Mota,-,1,3,1,2,1,8,20,24,9,5,2
351010 Cândido Rodrigues,-,-,-,-,-,-,-,-,-,-,-,-
351015 Canitar,-,-,-,-,-,-,2,-,-,2,-,-
351020 Capão Bonito,-,-,-,-,-,-,-,-,-,1,4,-
351030 Capela do Alto,-,-,-,1,-,-,2,10,6,7,1,4
351040 Capivari,-,-,-,-,-,-,1,-,3,2,12,5
351050 Caraguatatuba,3,17,42,41,57,89,92,94,97,40,48,31
351060 Carapicuíba,-,15,13,18,6,39,146,217,182,168,162,158
351070 Cardoso,-,1,-,-,-,-,-,31,10,-,-,-
351080 Casa Branca,1,-,-,2,2,2,1,8,3,-,-,1
351090 Cássia dos Coqueiros,-,-,-,-,2,-,3,-,1,-,-,-
351100 Castilho,-,-,-,1,3,12,31,27,13,18,1,1
351110 Catanduva,-,-,3,35,107,99,93,94,135,68,36,14
351120 Catiguá,-,-,-,-,2,1,-,-,-,-,-,-
351130 Cedral,-,-,-,-,-,8,3,4,3,7,3,3
351140 Cerqueira César,-,-,1,1,2,4,4,11,17,5,3,-
351150 Cerquilho,-,3,3,4,15,14,27,42,28,18,8,4
351160 Cesário Lange,-,1,-,-,4,-,-,5,3,3,3,-
351170 Charqueada,-,1,-,-,-,1,5,6,1,2,5,1
355720 Chavantes,-,-,-,-,-,-,1,2,2,-,-,-
351190 Clementina,-,-,-,1,-,-,-,-,1,-,-,-
351200 Colina,-,-,1,-,2,4,-,1,-,-,-,1
351210 Colômbia,-,-,-,-,-,-,-,3,2,1,-,1
351220 Conchal,-,-,-,-,-,-,-,1,14,13,14,9
351230 Conchas,-,-,-,-,1,-,-,-,1,4,-,1
351240 Cordeirópolis,-,4,-,1,2,2,2,7,9,9,-,2
351250 Coroados,-,-,-,1,-,1,4,4,2,-,1,-
351260 Coronel Macedo,-,-,-,1,2,-,3,-,1,1,4,1
351270 Corumbataí,-,-,1,-,-,-,-,-,1,-,-,-
351280 Cosmópolis,1,21,21,9,20,9,9,4,9,12,9,3
351290 Cosmorama,-,-,-,-,-,-,2,7,9,6,-,-
351300 Cotia,-,-,2,2,9,15,17,69,57,95,48,17
351310 Cravinhos,-,-,-,-,1,6,7,26,32,27,16,3
351320 Cristais Paulista,-,-,-,-,-,-,-,-,-,1,-,1
351330 Cruzália,-,-,-,-,-,3,-,-,-,3,1,-
351340 Cruzeiro,-,-,-,1,2,2,12,3,9,22,22,25
351350 Cubatão,3,13,24,11,21,49,106,329,119,139,116,43
351360 Cunha,-,1,-,-,-,-,-,10,3,1,-,-
351370 Descalvado,-,-,-,-,4,-,-,16,10,12,3,1
351380 Diadema,3,150,182,126,157,207,294,398,407,472,342,178
351385 Dirce Reis,-,-,-,-,-,-,-,-,1,-,-,-
351390 Divinolândia,2,1,-,-,1,1,1,1,1,-,1,-
351400 Dobrada,-,-,-,-,1,-,3,2,-,2,-,-
351410 Dois Córregos,-,3,4,2,-,1,-,3,13,2,-,-
351420 Dolcinópolis,-,-,-,-,-,-,-,-,-,1,1,-
351430 Dourado,-,-,-,-,-,-,-,-,-,-,-,-
351440 Dracena,-,-,-,1,1,-,7,12,14,14,21,19
351450 Duartina,-,-,-,-,-,-,-,-,3,1,1,-
351460 Dumont,-,-,-,-,-,-,-,-,1,1,3,-
351470 Echaporã,-,-,-,3,2,2,-,4,2,6,-,-
351480 Eldorado,-,-,-,-,-,-,-,2,12,3,-,1
351490 Elias Fausto,-,1,2,3,5,5,3,5,5,5,-,-
351492 Elisiário,-,-,-,-,-,-,-,-,-,-,-,-
351495 Embaúba,-,-,-,-,-,-,-,-,-,-,1,-
351500 Embu das Artes,-,-,-,-,3,1,9,17,71,99,52,33
351510 Embu-Guaçu,-,-,-,-,-,-,-,1,13,13,46,10
351512 Emilianópolis,-,-,-,-,-,-,6,8,1,2,1,-
351515 Engenheiro Coelho,-,-,-,-,-,2,-,-,2,6,5,1
351518 Espírito Santo do Pinhal,1,17,25,14,23,21,24,25,10,9,12,5
351519 Espírito Santo do Turvo,-,-,-,-,-,-,-,-,2,-,-,1
355730 Estiva Gerbi,-,-,-,-,-,2,2,2,4,2,2,2
351520 Estrela d'Oeste,-,-,-,-,1,-,-,-,-,-,-,-
351530 Estrela do Norte,-,-,-,-,1,-,-,1,-,1,1,1
351535 Euclides da Cunha Paulista,-,-,-,-,1,-,-,2,1,-,-,1
351540 Fartura,-,1,-,1,2,1,2,10,5,3,2,-
351560 Fernando Prestes,-,-,-,2,-,-,1,1,1,-,-,-
351550 Fernandópolis,-,6,7,21,26,58,35,36,57,31,35,26
351565 Fernão,-,-,-,-,-,1,1,1,1,-,1,1
351570 Ferraz de Vasconcelos,1,-,1,15,30,49,58,51,92,60,32,18
351580 Flora Rica,-,-,-,-,-,-,3,1,-,-,-,-
351590 Floreal,-,-,-,-,-,-,-,-,-,-,-,-
351600 Flórida Paulista,-,-,3,-,2,-,-,7,10,13,-,-
351610 Florínia,-,-,2,-,-,1,-,-,-,-,7,4
351620 Franca,-,14,45,55,52,31,69,111,115,75,61,37
351630 Francisco Morato,-,7,27,16,41,46,55,94,89,90,62,52
351640 Franco da Rocha,1,3,1,4,12,9,71,206,208,122,103,60
351650 Gabriel Monteiro,-,-,-,-,-,-,1,-,1,-,-,-
351660 Gália,-,-,-,-,1,-,7,13,7,6,3,4
351670 Garça,-,-,2,3,6,12,17,18,25,7,9,9
351680 Gastão Vidigal,-,-,-,-,-,-,-,-,-,-,-,-
351685 Gavião Peixoto,-,-,1,3,3,1,2,7,3,1,-,-
351690 General Salgado,-,-,-,-,1,-,-,1,-,1,-,-
351700 Getulina,-,-,6,1,4,8,6,5,1,1,3,-
351710 Glicério,-,-,-,-,-,-,-,-,-,-,-,-
351720 Guaiçara,-,-,-,-,-,-,-,1,-,1,3,-
351730 Guaimbê,1,-,-,-,-,1,3,-,1,-,-,-
351740 Guaíra,-,-,-,-,3,15,23,6,12,7,12,5
351750 Guapiaçu,-,2,4,-,1,3,12,8,4,-,-,-
351760 Guapiara,-,-,-,-,-,-,-,5,7,7,-,-
351770 Guará,-,-,-,-,-,-,-,-,-,-,-,-
351780 Guaraçaí,-,-,1,-,-,1,-,-,-,-,2,-
351790 Guaraci,-,-,-,-,-,-,-,-,-,-,-,-
351800 Guarani d'Oeste,-,-,1,1,-,-,-,2,1,1,-,-
351810 Guarantã,-,2,2,1,3,4,9,5,5,8,3,1
351820 Guararapes,-,-,3,5,7,7,17,13,23,19,10,3
351830 Guararema,1,-,-,-,6,17,25,21,23,18,15,9
351840 Guaratinguetá,-,1,4,7,9,14,5,5,13,35,14,2
351850 Guareí,-,-,-,-,-,-,-,59,2,2,1,1
351860 Guariba,-,-,1,-,1,2,17,11,13,9,8,2
351870 Guarujá,-,59,52,54,144,317,393,276,410,242,177,123
351880 Guarulhos,7,105,6,2,42,156,415,498,492,538,512,231
351885 Guatapará,-,-,-,-,-,-,1,-,-,2,-,2
351890 Guzolândia,-,-,-,-,-,-,-,-,-,-,-,-
351900 Herculândia,-,-,-,-,-,-,-,1,2,-,1,-
351905 Holambra,-,-,-,-,2,5,2,4,6,4,-,-
351907 Hortolândia,-,1,8,36,90,24,3,23,44,255,248,138
351910 Iacanga,-,-,-,1,2,-,1,6,2,4,3,1
351920 Iacri,-,-,-,-,-,-,-,-,1,1,-,1
351925 Iaras,-,-,-,-,-,1,6,4,9,5,3,5
351930 Ibaté,-,-,-,3,1,4,3,7,1,6,12,4
351940 Ibirá,2,-,-,1,1,2,1,12,6,1,5,4
351950 Ibirarema,-,5,2,1,2,1,2,1,6,1,-,-
351960 Ibitinga,-,1,11,25,29,8,-,11,21,9,5,-
351970 Ibiúna,-,-,-,-,-,5,5,1,39,43,19,16
351980 Icém,-,-,-,-,-,-,1,5,8,3,12,5
351990 Iepê,-,-,-,-,-,2,3,5,5,2,1,-
352000 Igaraçu do Tietê,-,5,3,8,20,36,28,34,18,10,12,25
352010 Igarapava,-,-,-,-,-,-,-,-,-,1,-,-
352020 Igaratá,-,-,-,-,-,2,-,1,2,5,1,1
352030 Iguape,-,-,5,-,1,2,13,18,29,27,27,3
352042 Ilha Comprida,1,-,-,2,5,15,6,3,8,4,2,-
352044 Ilha Solteira,-,1,-,2,-,1,6,2,2,1,-,-
352040 Ilhabela,-,3,8,3,9,16,26,47,47,37,31,18
352050 Indaiatuba,-,77,79,113,153,121,68,94,92,117,88,57
352060 Indiana,-,-,-,-,-,-,2,3,10,6,1,2
352070 Indiaporã,-,-,-,-,-,-,-,-,2,3,7,1
352080 Inúbia Paulista,-,1,-,-,-,-,3,2,1,2,1,-
352090 Ipaussu,-,-,-,-,-,-,1,3,-,2,-,1
352100 Iperó,-,-,-,1,-,-,3,2,8,3,1,2
352110 Ipeúna,-,-,-,1,-,-,-,-,1,-,-,-
352115 Ipiguá,-,-,-,-,-,-,-,2,-,4,3,-
352120 Iporanga,-,-,-,-,-,-,-,3,2,-,1,-
352130 Ipuã,-,-,1,-,-,1,1,5,20,15,9,5
352140 Iracemápolis,-,-,1,2,-,11,5,15,9,6,-,-
352150 Irapuã,-,-,-,-,-,-,-,4,5,-,3,-
352160 Irapuru,-,3,6,-,3,34,2,10,17,5,9,3
352170 Itaberá,-,-,1,7,6,2,10,7,5,3,5,-
352180 Itaí,-,2,1,3,2,8,16,16,14,12,8,5
352190 Itajobi,-,-,-,-,-,-,2,6,6,-,1,-
352200 Itaju,-,-,-,-,-,-,-,-,-,3,-,-
352210 Itanhaém,-,6,10,15,20,56,70,123,116,92,74,72
352215 Itaóca,-,-,-,-,-,-,6,5,2,11,1,-
352220 Itapecerica da Serra,-,-,-,-,-,3,45,37,48,30,26,19
352230 Itapetininga,-,-,1,2,3,44,44,51,41,30,38,9
352240 Itapeva,1,52,102,216,180,129,129,107,131,93,25,40
352250 Itapevi,-,23,30,61,124,107,127,98,120,107,87,73
352260 Itapira,10,23,32,37,51,14,16,31,31,33,36,34
352265 Itapirapuã Paulista,-,-,-,-,-,2,1,-,2,-,-,-
352270 Itápolis,-,1,-,1,-,-,3,4,-,5,-,-
352280 Itaporanga,-,-,-,1,1,4,7,9,7,7,1,2
352290 Itapuí,-,-,-,-,-,-,7,20,9,3,3,6
352300 Itapura,-,-,-,-,2,-,-,2,2,-,-,-
352310 Itaquaquecetuba,-,20,34,69,83,80,184,159,235,201,164,69
352320 Itararé,-,1,1,49,43,30,15,23,24,15,39,16
352330 Itariri,-,-,-,-,-,-,-,-,4,1,1,-
352340 Itatiba,2,2,-,24,27,42,34,76,69,78,67,31
352350 Itatinga,-,3,-,2,11,5,5,24,21,7,-,1
352360 Itirapina,-,22,3,8,1,8,19,9,21,3,3,4
352370 Itirapuã,-,-,-,-,-,-,-,-,-,-,-,-
352380 Itobi,-,-,-,-,-,-,-,1,5,3,2,3
352390 Itu,-,2,-,7,20,8,7,-,42,78,47,9
352400 Itupeva,-,1,-,4,7,3,23,13,15,14,8,10
352410 Ituverava,-,-,2,6,8,21,13,15,8,7,9,-
352420 Jaborandi,-,-,-,-,1,-,-,1,3,1,-,3
352430 Jaboticabal,1,3,6,8,7,8,27,41,53,48,27,13
352440 Jacareí,3,31,58,99,190,213,451,264,426,281,124,144
352450 Jaci,-,-,-,-,-,-,-,-,-,-,-,-
352460 Jacupiranga,-,-,-,-,-,-,-,-,2,1,-,1
352470 Jaguariúna,-,1,11,20,44,16,27,31,49,30,5,21
352480 Jales,-,-,1,1,1,2,1,6,39,7,2,2
352490 Jambeiro,-,-,-,1,-,2,-,-,-,-,-,-
352500 Jandira,-,-,-,8,1,1,2,49,54,26,19,31
352510 Jardinópolis,-,1,-,-,28,15,60,57,81,55,24,9
352520 Jarinu,-,-,-,1,1,-,5,4,10,22,4,5
352530 Jaú,-,7,6,15,7,8,36,66,127,80,35,6
352540 Jeriquara,-,1,1,-,-,-,-,-,-,1,1,-
352550 Joanópolis,-,-,-,-,-,3,6,4,4,10,5,3
352560 João Ramalho,-,-,-,-,1,1,-,4,1,2,1,-
352570 José Bonifácio,-,-,-,-,-,-,6,15,18,6,5,4
352580 Júlio Mesquita,-,-,-,-,-,-,-,-,-,-,-,-
352585 Jumirim,-,-,-,-,-,-,1,-,3,2,-,1
352590 Jundiaí,-,34,63,59,54,79,111,103,85,101,80,81
352600 Junqueirópolis,-,1,-,-,-,-,-,17,11,12,5,1
352610 Juquiá,-,2,1,-,-,1,1,3,16,7,1,1
352620 Juquitiba,-,-,-,-,-,-,-,-,-,-,-,-
352630 Lagoinha,-,-,-,-,-,-,-,-,-,-,1,-
352640 Laranjal Paulista,5,44,20,30,27,34,23,14,11,14,2,1
352650 Lavínia,-,-,-,2,-,-,-,3,35,16,15,5
352660 Lavrinhas,-,-,-,-,1,-,-,-,-,-,-,-
352670 Leme,-,9,-,-,-,6,5,16,50,61,41,38
352680 Lençóis Paulista,-,8,23,34,47,52,12,21,28,16,23,19
352690 Limeira,1,7,-,53,94,139,194,306,239,116,147,19
352700 Lindóia,-,-,-,-,-,-,-,3,2,-,-,-
352710 Lins,-,4,15,30,57,83,84,102,56,39,34,22
352720 Lorena,-,-,-,-,10,18,23,77,33,36,21,4
352725 Lourdes,-,-,-,-,3,-,-,-,-,-,-,-
352730 Louveira,-,-,5,2,10,17,22,14,5,6,3,2
352740 Lucélia,-,1,10,2,5,5,4,4,12,28,5,4
352750 Lucianópolis,-,-,-,-,-,-,-,1,-,-,-,-
352760 Luís Antônio,-,-,-,2,-,-,1,4,16,16,2,4
352770 Luiziânia,-,-,1,-,-,-,-,-,-,-,2,-
352780 Lupércio,-,-,-,-,-,-,-,-,-,-,-,-
352790 Lutécia,-,-,-,-,-,-,-,-,4,-,1,1
352800 Macatuba,-,-,-,1,13,5,6,3,5,6,11,2
352810 Macaubal,-,-,-,-,-,-,-,7,4,3,1,-
352820 Macedônia,-,-,-,-,-,-,-,-,-,-,-,-
352830 Magda,-,-,-,-,-,-,-,-,2,1,-,-
352840 Mairinque,-,1,-,-,-,1,4,15,34,12,3,2
352850 Mairiporã,2,15,22,26,21,16,34,17,29,53,42,25
352860 Manduri,-,-,-,-,1,5,6,8,5,4,2,1
352870 Marabá Paulista,-,3,6,6,1,2,3,6,7,5,2,2
352880 Maracaí,-,-,-,-,-,-,1,-,7,2,3,1
352885 Marapoama,-,-,-,-,-,-,-,-,-,-,-,-
352890 Mariápolis,-,-,-,-,2,-,1,2,2,1,1,-
352900 Marília,4,54,103,175,157,120,130,150,160,127,86,67
352910 Marinópolis,-,-,-,-,-,1,4,-,5,-,1,-
352920 Martinópolis,-,-,-,3,1,5,9,10,7,4,8,-
352930 Matão,-,-,1,1,1,1,8,11,13,10,3,1
352940 Mauá,-,66,95,86,117,167,205,242,161,127,106,58
352950 Mendonça,-,-,-,-,10,8,2,15,9,19,3,3
352960 Meridiano,-,-,-,-,-,-,-,-,-,-,-,-
352965 Mesópolis,-,-,-,-,-,-,-,-,4,-,-,-
352970 Miguelópolis,-,-,-,-,-,-,-,-,-,-,-,-
352980 Mineiros do Tietê,-,-,-,-,-,1,6,12,14,3,5,6
353000 Mira Estrela,-,-,-,-,-,-,2,-,2,-,3,-
352990 Miracatu,-,-,2,6,9,3,3,5,10,9,2,-
353010 Mirandópolis,-,1,1,2,3,9,15,11,1,3,-,-
353020 Mirante do Paranapanema,-,-,-,-,-,-,8,4,7,-,-,6
353030 Mirassol,-,1,6,22,25,12,27,14,22,11,6,-
353040 Mirassolândia,-,-,-,-,-,-,-,5,-,-,-,-
353050 Mococa,-,2,3,10,18,12,16,13,18,17,8,6
353060 Mogi das Cruzes,-,2,7,7,49,119,73,70,126,147,192,139
353070 Mogi Guaçu,-,16,32,23,54,45,67,94,97,122,59,49
353080 Mogi Mirim,-,10,12,22,14,6,1,70,83,64,40,29
353090 Mombuca,-,-,-,-,-,-,-,4,2,2,5,1
353100 Monções,-,-,-,-,-,-,1,-,-,-,-,-
353110 Mongaguá,-,-,1,2,8,25,20,14,30,17,28,28
353120 Monte Alegre do Sul,-,-,-,1,-,-,-,-,3,1,-,2
353130 Monte Alto,-,3,5,1,-,-,-,-,8,12,15,13
353140 Monte Aprazível,-,-,-,-,-,-,2,14,3,2,3,1
353150 Monte Azul Paulista,-,-,-,-,-,1,-,7,3,9,-,3
353160 Monte Castelo,-,-,-,-,-,2,3,4,-,-,-,-
353180 Monte Mor,-,-,1,2,4,5,8,13,6,-,4,5
353170 Monteiro Lobato,-,-,-,-,1,-,-,-,2,6,-,-
353190 Morro Agudo,-,-,-,-,-,-,-,2,9,13,4,2
353200 Morungaba,-,-,-,-,-,-,-,-,2,7,5,-
353205 Motuca,-,-,-,-,-,-,-,-,1,-,-,-
353210 Murutinga do Sul,-,-,-,-,-,3,1,3,-,1,-,-
353215 Nantes,-,-,-,-,1,-,-,2,1,-,-,-
353220 Narandiba,-,-,3,1,-,-,-,-,6,1,1,-
353230 Natividade da Serra,-,-,-,-,-,-,-,-,-,-,-,-
353240 Nazaré Paulista,-,-,-,1,-,1,-,5,3,3,-,-
353250 Neves Paulista,-,-,-,1,-,-,-,-,-,-,-,-
353260 Nhandeara,-,1,-,-,1,-,1,1,3,2,1,1
353270 Nipoã,-,-,-,-,1,-,-,1,-,-,1,-
353280 Nova Aliança,-,-,-,-,-,1,-,2,8,1,-,1
353282 Nova Campina,-,-,-,1,-,1,1,1,1,1,-,1
353284 Nova Canaã Paulista,-,-,-,-,-,-,-,-,-,-,-,-
353286 Nova Castilho,-,-,-,-,-,-,-,-,-,-,-,-
353290 Nova Europa,-,-,-,-,-,2,1,4,1,1,-,-
353300 Nova Granada,-,-,-,-,-,-,4,7,23,6,6,3
353310 Nova Guataporanga,-,-,-,-,-,-,3,3,1,-,-,-
353320 Nova Independência,-,2,-,-,-,-,-,1,-,-,2,1
353330 Nova Luzitânia,-,1,-,-,-,-,-,-,-,-,-,-
353340 Nova Odessa,-,1,-,1,-,-,-,3,-,-,1,4
353325 Novais,-,-,-,-,-,-,1,-,-,-,-,-
353350 Novo Horizonte,-,-,-,-,-,-,1,-,2,2,8,7
353360 Nuporanga,-,-,-,-,4,-,-,-,-,-,-,-
353370 Ocauçu,-,-,-,-,-,1,-,3,4,2,-,3
353380 Óleo,-,-,-,-,1,-,-,-,-,-,-,-
353390 Olímpia,1,6,3,19,38,38,30,45,37,50,53,40
353400 Onda Verde,-,-,-,-,-,-,-,-,3,10,1,-
353410 Oriente,-,-,-,3,4,-,7,1,1,1,2,-
353420 Orindiúva,-,-,-,-,-,-,-,-,1,1,2,-
353430 Orlândia,-,-,1,2,8,7,-,-,-,2,2,-
353440 Osasco,14,92,54,98,44,33,83,125,145,132,170,93
353450 Oscar Bressane,-,-,-,-,-,-,-,5,7,-,-,-
353460 Osvaldo Cruz,-,2,13,1,9,1,11,19,26,11,4,5
353470 Ourinhos,-,13,24,13,-,-,-,74,58,23,14,14
353480 Ouro Verde,-,-,-,-,-,3,3,5,-,-,2,-
353475 Ouroeste,-,-,-,-,-,-,1,1,1,1,-,-
353490 Pacaembu,-,-,-,-,-,-,-,-,12,27,14,7
353500 Palestina,-,-,1,-,3,11,8,6,2,-,2,-
353510 Palmares Paulista,-,-,1,-,-,-,-,-,-,-,-,-
353520 Palmeira d'Oeste,-,-,-,-,-,-,-,-,5,1,1,-
353530 Palmital,-,-,2,-,1,3,7,2,11,7,1,2
353540 Panorama,-,-,1,1,-,-,7,14,20,8,2,5
353550 Paraguaçu Paulista,-,16,20,10,4,5,5,32,29,3,8,19
353560 Paraibuna,-,-,2,1,1,1,-,3,5,-,3,1
353570 Paraíso,-,-,-,-,-,-,1,-,4,2,-,-
353580 Paranapanema,-,-,-,-,3,2,-,-,2,-,-,-
353590 Paranapuã,-,-,-,-,-,-,2,-,-,-,-,-
353600 Parapuã,-,-,-,-,-,2,5,4,-,4,2,2
353610 Pardinho,-,-,-,1,7,2,5,4,8,6,3,1
353620 Pariquera-Açu,-,1,1,1,-,2,6,1,4,11,4,2
353625 Parisi,-,-,-,-,1,5,4,1,2,1,2,3
353630 Patrocínio Paulista,-,-,-,-,-,-,1,-,3,-,-,-
353640 Paulicéia,-,-,-,-,-,1,5,2,6,4,3,3
353650 Paulínia,-,5,3,17,27,79,87,118,136,113,56,41
353657 Paulistânia,-,-,-,-,-,-,-,-,2,2,3,-
353660 Paulo de Faria,-,-,-,-,-,-,-,-,6,3,3,3
353670 Pederneiras,-,1,12,25,40,18,19,10,16,10,4,2
353680 Pedra Bela,-,-,-,-,-,-,-,-,-,-,-,-
353690 Pedranópolis,-,-,-,-,-,-,-,-,1,2,-,-
353700 Pedregulho,-,-,-,-,-,-,4,1,3,-,1,1
353710 Pedreira,-,1,1,17,3,7,12,27,22,24,17,10
353715 Pedrinhas Paulista,-,-,-,-,-,-,-,-,-,-,4,-
353720 Pedro de Toledo,-,-,-,-,-,-,5,1,5,4,3,1
353730 Penápolis,-,4,4,3,2,1,-,7,4,9,7,2
353740 Pereira Barreto,-,2,1,4,10,11,7,13,5,5,2,2
353750 Pereiras,-,-,-,-,4,3,-,-,-,-,-,-
353760 Peruíbe,-,-,-,8,13,4,6,13,61,54,36,18
353770 Piacatu,-,1,-,2,-,-,-,-,-,-,-,-
353780 Piedade,-,-,-,2,-,8,3,9,10,16,3,1
353790 Pilar do Sul,-,1,1,-,1,-,-,3,2,1,1,-
353800 Pindamonhangaba,-,4,-,-,-,56,87,66,93,69,32,42
353810 Pindorama,-,-,1,-,1,5,3,-,1,-,-,-
353820 Pinhalzinho,-,-,-,-,-,-,-,-,-,2,7,1
353830 Piquerobi,-,-,-,-,-,-,-,-,-,-,-,-
353850 Piquete,-,-,-,-,-,1,1,8,-,-,-,-
353860 Piracaia,-,-,-,-,-,1,1,-,16,8,13,6
353870 Piracicaba,7,76,126,125,164,182,231,221,196,325,207,70
353880 Piraju,-,-,-,4,6,24,30,25,28,15,7,2
353890 Pirajuí,-,4,4,26,10,21,19,23,20,34,38,6
353900 Pirangi,-,1,1,-,-,-,-,-,2,-,1,-
353910 Pirapora do Bom Jesus,-,-,-,-,2,14,-,5,3,3,-,-
353920 Pirapozinho,-,-,-,-,1,-,-,-,-,1,-,7
353930 Pirassununga,-,17,16,30,24,21,22,31,30,12,21,17
353940 Piratininga,-,-,-,2,-,-,-,-,-,-,-,-
353950 Pitangueiras,-,-,-,-,-,-,-,-,2,4,1,2
353960 Planalto,-,-,-,-,-,-,-,-,-,-,2,-
353970 Platina,-,-,-,-,-,-,-,3,3,-,-,-
353980 Poá,-,3,-,11,14,13,17,26,25,24,10,9
353990 Poloni,-,-,-,1,1,3,5,-,-,-,-,1
354000 Pompéia,-,-,-,-,1,1,7,6,3,-,-,-
354010 Pongaí,-,-,-,-,-,-,5,-,7,-,-,3
354020 Pontal,-,-,5,6,28,23,24,23,75,56,9,2
354025 Pontalinda,-,-,-,-,-,1,3,4,4,5,1,-
354030 Pontes Gestal,-,-,-,-,-,3,6,1,5,1,1,-
354040 Populina,-,-,-,1,-,-,-,5,3,2,-,-
354050 Porangaba,-,-,-,1,-,1,-,5,1,-,-,1
354060 Porto Feliz,-,-,-,3,13,32,20,46,32,20,16,15
354070 Porto Ferreira,-,7,3,6,-,1,-,6,22,7,11,1
354075 Potim,-,-,-,2,4,7,17,47,23,10,8,5
